contig	final_kluster	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	vc2_clus_1	vc2_clus_2	vc2_clus_3	vc2_clus_4	vc2_clus_5	vc2_clus_6	RaFah_host_prediction	CDS
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20563
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20564
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20565
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20566
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20567
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20568
AP014373_AP014373	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20569
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20609
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20610
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20611
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20612
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20613
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20614
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20615
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20616
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20617
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20618
AP014375_AP014375	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20619
AP014377_AP014377	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20712
AP014377_AP014377	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20713
AP014387_AP014387	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20896
AP014387_AP014387	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20897
AP014387_AP014387	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20898
AP014387_AP014387	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_20900
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21510
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21511
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21512
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21513
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21514
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21515
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21516
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21517
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21518
AP014434_AP014434G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21519
AP014499_AP014499	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_21995
AP014502_AP014502	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_22082
AP014502_AP014502	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_22084
AP014502_AP014502	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_22085
AP014502_AP014502	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_22087
AP014502_AP014502	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_22088
AP013537_AP013537	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_22375
AP014007_AP014007G6	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_24560
AP014069_AP014069	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25007
AP014097_AP014097	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25041
AP014135_AP014135	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25341
AP014137_AP014137	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25387
AP014163_AP014163	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25586
AP014199_AP014199	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25913
AP014199_AP014199	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25915
AP014199_AP014199	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_25925
AP014227_AP014227	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_26094
AP014227_AP014227	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_26103
AP014287_AP014287	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_26412
AP013766_AP013766G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_29771
AP014098_AP014098	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_31157
AP013385_AP013385	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_33183
AP013393_AP013393	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_33264
AP013407_AP013407	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_33679
AP013407_AP013407	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_33680
AP013436_AP013436	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_34911
AP013437_AP013437	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_34966
AP013479_AP013479	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_36749
AP014360_AP014360	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_37527
AP014360_AP014360	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_37529
AP014366_AP014366	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_37648
AP014444_AP014444G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_38413
AP014445_AP014445G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_38505
AP014445_AP014445G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_38506
AP013555_AP013555	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_39832
AP013555_AP013555	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_39834
AP013555_AP013555	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_39835
AP013773_AP013773G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_41440
AP013773_AP013773G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_41441
AP014129_AP014129	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_42303
AP013490_AP013490	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_43507
AP013770_AP013770G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_46529
AP014110_AP014110	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47320
AP014110_AP014110	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47321
AP014128_AP014128	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47537
AP014180_AP014180	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47569
AP014236_AP014236	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47837
AP014244_AP014244	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47934
AP014244_AP014244	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47935
AP014244_AP014244	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_47962
ENA_KY052848_KY052848	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_48810
ENA_KY052848_KY052848	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_48838
ENA_KY052829_KY052829	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49210
ENA_KY052829_KY052829	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49222
ENA_KY052814_KY052814	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49506
ENA_KY052798_KY052798	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49824
ENA_KY052794_KY052794	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49994
ENA_KY052794_KY052794	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_49997
023Pt_ssg01	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50048
023Pt_ssg01	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50065
023Pt_env05	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_50468
023Pt_env06	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_51138
