final_kluster	contig	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	RaFah_host_prediction	peaking	Closer_VC2	Accession_VC2	Status_VC2	VC_VC2	Level_VC2	Weight_VC2	Host_VC2	host_for_tree	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__34752bp__000287||full	seasonal	107	60	33622	No	NA	39	22	0	Medium-quality	Genome-fragment	61.33	AAI-based (high-confidence)	0	1	ND	winter		MZ892991	Clustered	VC_103_0	C1	59		other						n.a.	n.a.		n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__34815bp__000286||full	seasonal	60	60	34688	No	NA	55	13	0	High-quality	High-quality	99.65	AAI-based (high-confidence)	0	1	Caulobacter	winter	Sinorhizobium phage phiM5	MF074189	Outlier	n.a.	N1	12	Sinorhizobium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__35149bp__000279||full	seasonal	60	60	34674	No	NA	59	4	3	Medium-quality	Genome-fragment	54.81	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_390_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37073bp__000240||full	seasonal	60	60	37071	No	NA	40	11	0	Medium-quality	Genome-fragment	89.79	AAI-based (medium-confidence)	0	1	ND	winter		AP013549	Clustered	VC_130_0	N9	2		other						n.a.	n.a.	O	O
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37396bp__000233||full	seasonal	60	60	37269	No	NA	49	20	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_29_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__39551bp__000197||full	seasonal	60	60	39547	No	NA	54	17	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.02	Candidatus Pelagibacter	winter	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C11	22	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__43974bp__000145||full	seasonal	60	60	43970	Yes	38984	39	20	2	Medium-quality	Genome-fragment	60.37	AAI-based (high-confidence)	11.34	1	Anaerobacillus	winter	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__47680bp__000113||full	seasonal	60	60	47671	No	NA	49	8	1	Medium-quality	Genome-fragment	61.23	AAI-based (medium-confidence)	0	1	ND	winter	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__49153bp__000101||full	seasonal	60	60	48997	No	NA	74	15	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.11	ND	winter	n.a.	n.a.	Clustered	VC_397_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__51167bp__000091||full	seasonal	107	60	50573	No	NA	68	42	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	Escherichia	winter	Synechococcus phage S-LBS1	MG271909	Clustered	VC_87_0	C4	21	Synechococcus	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__52429bp__000081||full	seasonal	60	60	52426	No	NA	59	11	0	Medium-quality	Genome-fragment	73.73	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_330_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54187bp__000071||full	seasonal	106	60	54056	No	NA	64	17	0	Medium-quality	Genome-fragment	86.6	AAI-based (high-confidence)	0	1.01	Kingella	winter		OQ594354	Clustered	VC_175_0	N36	20		other						n.a.	n.a.	O	O
60s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__58721bp__000054||full	seasonal	107	60	58718	No	NA	76	13	1	High-quality	High-quality	96.75	AAI-based (high-confidence)	0	1	Elizabethkingia	winter	n.a.	n.a.	Clustered	VC_136_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__18150bp__001001||full	seasonal	26	61	18146	No	NA	24	14	0	Medium-quality	Genome-fragment	59.51	AAI-based (high-confidence)	0	1	ND	winter	Pelagibacter phage HTVC112P	MN698246	Overlap (VC_27/VC_28)	n.a.	N16	15	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
61s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__25659bp__000484||full	seasonal	61	61	25600	No	NA	59	19	0	Medium-quality	Genome-fragment	62.56	AAI-based (high-confidence)	0	1	Agrobacterium	winter	Pelagibacter phage HTVC106P	MN698244	Overlap (VC_62/VC_193)	n.a.	N7	29	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
61s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__20517bp__000668||full	seasonal	61	61	20515	No	NA	17	4	0	Medium-quality	Genome-fragment	59.44	AAI-based (medium-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_319_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__23509bp__000498||full	seasonal	61	61	23167	No	NA	22	3	0	High-quality	High-quality	98.5	AAI-based (medium-confidence)	0	1.01	Pseudomonas	winter	n.a.	n.a.	Clustered	VC_338_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__37861bp__000160||full	seasonal	61	61	37860	No	NA	55	11	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Akkermansia	winter	n.a.	n.a.	Clustered	VC_211_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__58276bp__000038||full	seasonal	61	61	58111	No	NA	80	22	1	High-quality	High-quality	96.56	AAI-based (high-confidence)	0	1	Caulobacter	winter		OQ067476	Clustered	VC_102_0	N12	5		other						n.a.	n.a.	O	O
61s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__58870bp__000053||full	seasonal	61	61	58845	No	NA	86	29	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0	1	Vibrio	winter	Pelagibacter phage HTVC027P	MN698241	Clustered	VC_105_3	C1	182	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
61s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48368bp__000107||full	seasonal	26	61	48100	No	NA	47	8	1	Medium-quality	Genome-fragment	78.29	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_328_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__81807bp__000020||full	seasonal	61	61	81450	No	NA	102	2	17	Medium-quality	Genome-fragment	56.07	HMM-based (lower-bound)	0	1	Halanaerobium	winter	Synechococcus phage S-SM2	GU071095	Outlier	n.a.	N17	2	Synechococcus	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	O	O
61s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90755bp__000014||full	seasonal	61	61	90754	No	NA	118	7	1	High-quality	High-quality	94.57	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_263_3	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__19419bp__000757||full	seasonal	61	61	19418	No	NA	17	1	0	Medium-quality	Genome-fragment	50.7	AAI-based (high-confidence)	0	1	Pseudomonas	winter	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__24406bp__000459||full	seasonal	37	61	24404	No	NA	32	1	0	Medium-quality	Genome-fragment	52.38	AAI-based (medium-confidence)	0	1	Pseudomonas	winter	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__37024bp__000168||full	seasonal	61	61	37022	No	NA	38	8	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Vibrio	winter	n.a.	n.a.	Clustered	VC_319_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__39416bp__000144||full	seasonal	61	61	36748	No	NA	55	3	1	Medium-quality	Genome-fragment	59.79	AAI-based (medium-confidence)	0	1	Pseudomonas	winter	n.a.	n.a.	Clustered	VC_342_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__42534bp__000114||full	seasonal	61	61	42530	No	NA	51	21	0	Medium-quality	Genome-fragment	89.39	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	winter	Pelagibacter phage Kolga EXVC016S	MT375529	Clustered	VC_63_0	C1	144	Pelagibacter	PelagibacterVC2	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__17889bp__000985||full	seasonal	61	61	17887	No	NA	36	8	0	Medium-quality	Genome-fragment	51.83	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Clustered	VC_319_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__182006bp__000003||full	seasonal	104	61	181996	No	NA	199	44	16	Medium-quality	Genome-fragment	86.29	AAI-based (medium-confidence)	0	1	Verrucomicrobium	winter	Synechococcus phage S-B43	MN018232	Overlap (VC_16/VC_279)	n.a.	C5	2	Synechococcus	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__20584bp__000698||full	seasonal	61	61	20369	No	NA	16	8	0	Medium-quality	Genome-fragment	54.72	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	winter	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C27	6	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full	seasonal	61	61	319028	No	NA	409	85	24	High-quality	High-quality	90.61	AAI-based (medium-confidence)	0	1	Candidatus Ruthia	winter	Salicola phage SCTP-2	MF360958	Clustered/Singleton	VC_353_1	C5	76	Unspecified	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__34769bp__000231||full	seasonal	61	61	34492	No	NA	46	10	0	Medium-quality	Genome-fragment	87.74	AAI-based (high-confidence)	0	1	Nocardiopsis	winter		MW202803	Clustered	VC_365_0	C5	15		other						n.a.	n.a.		n.a.
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__42103bp__000137||full	seasonal	26	61	42100	No	NA	52	21	0	Medium-quality	Genome-fragment	70.49	AAI-based (high-confidence)	0	1	ND	winter		OQ594354	Outlier	n.a.	N35	7		other						n.a.	n.a.	O	O
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__44190bp__000123||full	seasonal	61	61	44187	No	NA	52	9	0	Medium-quality	Genome-fragment	55.54	HMM-based (lower-bound)	0	1.01	Vibrio	winter	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__59052bp__000042||full	seasonal	61	61	59049	No	NA	66	6	0	Medium-quality	Genome-fragment	60.82	AAI-based (high-confidence)	0	1	ND	winter	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__66016bp__000030||full	seasonal	19	61	66014	No	NA	97	34	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.12	Vibrio	winter	Pelagibacter phage HTVC023P	MN698239	Clustered	VC_213_1	N5	83	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
61s	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__32943bp__000158||full	seasonal	61	61	32941	No	NA	53	19	0	High-quality	High-quality	93.72	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	winter	Pelagibacter phage HTVC010P	KC465898	Clustered	VC_59_0	C1	124	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Unclassified	Unclassified
62s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__19091bp__000914||full	seasonal	57	62	18326	No	NA	26	10	0	Medium-quality	Genome-fragment	51.39	AAI-based (medium-confidence)	0	1	ND	autumn	n.a.	n.a.	Overlap (VC_29/VC_86)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__21931bp__000687||full	seasonal	57	62	21930	No	NA	47	5	0	Medium-quality	Genome-fragment	60.02	AAI-based (medium-confidence)	0	1.01	ND	autumn	n.a.	n.a.	Clustered	VC_339_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35413bp__000223||full	seasonal	57	62	34387	No	NA	37	7	0	Medium-quality	Genome-fragment	53.73	AAI-based (medium-confidence)	0	1	ND	autumn	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35828bp__000215||full	seasonal	57	62	35827	No	NA	57	15	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	autumn	n.a.	n.a.	Clustered	VC_69_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__38940bp__000170||full	seasonal	57	62	38936	No	NA	60	25	1	Medium-quality	Genome-fragment	85.44	AAI-based (high-confidence)	0	1	ND	autumn	Roseobacter phage CRP-6	MK613348	Clustered	VC_200_0	N29	3	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Unclassified	O	O
62s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__24597bp__000735||full	seasonal	57	62	24228	No	NA	33	4	2	Medium-quality	Genome-fragment	66.31	AAI-based (medium-confidence)	0	1	ND	autumn	n.a.	n.a.	Clustered	VC_339_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28724bp__000520||full	seasonal	57	62	28630	No	NA	55	9	1	Medium-quality	Genome-fragment	78.35	AAI-based (medium-confidence)	0	1	Candidatus Pelagibacter	autumn	n.a.	n.a.	Clustered	VC_339_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__43639bp__000172||full	seasonal	57	62	43115	No	NA	48	33	0	High-quality	High-quality	96.31	AAI-based (high-confidence)	0	1	Synechococcus	autumn	Cyanophage NATL2A-133	GU071104	Clustered	VC_312_0	C2	76	Prochlorococcus	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Unclassified	Tangaroavirus
62s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__57149bp__000068||full	seasonal	57	62	56993	No	NA	67	17	1	High-quality	High-quality	93.05	AAI-based (high-confidence)	0	1	Elizabethkingia	autumn	n.a.	n.a.	Clustered	VC_136_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__31179bp__000438||full	seasonal	57	62	31178	No	NA	55	20	1	Medium-quality	Genome-fragment	68.41	AAI-based (high-confidence)	0	1	ND	autumn	Bacteriophage sp. 103231	MW091529	Clustered	VC_200_0	N13	5	Unspecified	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	O	O
62s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__14908bp__001009||full	seasonal	57	62	14908	No	NA	16	4	0	Medium-quality	Genome-fragment	53.3	AAI-based (high-confidence)	0	1	ND	autumn	n.a.	n.a.	Clustered	VC_125_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__23556bp__000395||full	seasonal	57	62	23443	No	NA	45	10	0	Medium-quality	Genome-fragment	72.4	AAI-based (medium-confidence)	0	1	Prevotella	autumn	Nonlabens phage P12024L	JQ823123	Outlier	n.a.	N115	1	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
62s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__29084bp__000368||full	seasonal	57	62	29081	No	NA	41	4	0	Medium-quality	Genome-fragment	79.59	AAI-based (medium-confidence)	0	1	ND	autumn	n.a.	n.a.	Clustered	VC_339_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__23841bp__000575||full	seasonal	54	63	23728	No	NA	25	9	0	Medium-quality	Genome-fragment	75.53	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_341_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__26861bp__000429||full	seasonal	55	63	26860	No	NA	32	16	0	Medium-quality	Genome-fragment	72.06	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C46	5	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
63s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__27659bp__000409||full	seasonal	54	63	26606	No	NA	34	3	1	Medium-quality	Genome-fragment	68.48	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_343_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63s	2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__108176bp__000029||full	seasonal	54	63	108174	No	NA	137	47	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	2	Vibrio	spring		MW202675	Clustered	VC_170_0	N109	2		other						n.a.	n.a.	O	O
63s	2019-Mar-viral-fraction__viral-spades-short__as-yet-unknown__36910bp__000304||full	seasonal	54	63	36906	No	NA	52	16	0	High-quality	High-quality	96.74	AAI-based (high-confidence)	0	1.01	ND	spring	n.a.	n.a.	Clustered	VC_29_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__21860bp__000808||full	seasonal	54	63	21824	No	NA	32	12	0	Medium-quality	Genome-fragment	65.67	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring		MW202613	Outlier	n.a.	N21	1		other						n.a.	n.a.	O	O
63s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__39238bp__000177||full	seasonal	54	63	39237	No	NA	56	10	0	Medium-quality	Genome-fragment	64.13	AAI-based (high-confidence)	0	1	Methylocaldum	spring		MW574966	Clustered	VC_208_0	N24	8		other						n.a.	n.a.	O	O
63s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28993bp__000371||full	seasonal	54	63	28992	No	NA	46	13	0	High-quality	High-quality	96.21	AAI-based (high-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_19_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__30913bp__000323||full	seasonal	54	63	30877	No	NA	41	11	0	Medium-quality	Genome-fragment	50.25	AAI-based (high-confidence)	0	1	Methylocaldum	spring		MW202510	Clustered	VC_208_0	N27	7		other						n.a.	n.a.	O	O
63s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__20640bp__000757||full	seasonal	54	63	20638	No	NA	23	13	0	Medium-quality	Genome-fragment	57.82	AAI-based (high-confidence)	0	1	ND	spring	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C6	38	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
63s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__27090bp__000511||full	seasonal	55	63	27090	No	NA	38	9	0	Medium-quality	Genome-fragment	81.06	AAI-based (medium-confidence)	0	1	Candidatus Pelagibacter	spring		OQ414635	Clustered	VC_64_0	N44	10		other						n.a.	n.a.	O	O
63s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full	seasonal	54	63	48446	No	NA	78	24	1	High-quality	High-quality	91.5	AAI-based (high-confidence)	0	1.01	ND	spring		MZ892993	Outlier	n.a.	N13	15		other						n.a.	n.a.	O	O
63s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__23094bp__000512||full	seasonal	99	63	22094	No	NA	15	2	0	Medium-quality	Genome-fragment	54.27	AAI-based (high-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Overlap (VC_124/VC_125)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__28322bp__000371||full	seasonal	55	63	28318	No	NA	38	9	0	Medium-quality	Genome-fragment	84.43	AAI-based (medium-confidence)	0	1	Kingella	spring		OQ414635	Clustered	VC_64_0	N51	4		other						n.a.	n.a.	O	O
64s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__26347bp__000456||full	seasonal	62	64	26215	No	NA	41	5	1	Medium-quality	Genome-fragment	50.32	AAI-based (high-confidence)	0	1	ND	autumn	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
64s	2019-Apr-viral-fraction__viral-spades-short__as-yet-unknown__31120bp__000319||full	seasonal	64	64	31120	No	NA	47	14	1	Medium-quality	Genome-fragment	87.85	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	autumn	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C2	94	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
64s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__30542bp__000458||full	seasonal	92	64	30540	No	NA	56	11	0	High-quality	High-quality	90.35	AAI-based (high-confidence)	0	1	ND	autumn	n.a.	n.a.	Clustered	VC_69_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
64s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__31287bp__000208||full	seasonal	62	64	30772	No	NA	44	9	0	Medium-quality	Genome-fragment	65.96	AAI-based (medium-confidence)	0	1	Escherichia	autumn	n.a.	n.a.	Clustered	VC_147_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
64s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__39949bp__000108||full	seasonal	92	64	39787	No	NA	54	5	0	High-quality	High-quality	93.55	AAI-based (high-confidence)	0	1	Roseburia	autumn	n.a.	n.a.	Clustered	VC_122_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
64s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__17275bp__000978||full	seasonal	62	64	17273	No	NA	23	5	0	Medium-quality	Genome-fragment	50.66	AAI-based (high-confidence)	0	1	Fusobacterium	autumn	n.a.	n.a.	Clustered	VC_70_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
